run_id	json_filename	checkpoint_family	checkpoint_path	checkpoint_sha256	code_commit	git_status_short	corrected_noise_code_path	corrected_noise_function_or_diff	train_command	eval_command	config_path_or_inline_config	dataset_name	dataset_split	tokenizer_or_preprocess	context_length	stride	batch_size	ppl_definition	analog_layers	layer_label	train_seed	d2d_seed	c2c_seed	eval_seed	sigma_c2c	sigma_d2d	ppl	old_bugged_reference_if_any	comparison_valid	notes
last2_c2c0.0_d2d0.02_seed789_20260511	last2_c2c0.0_d2d0.02_seed789_20260511.json	combined_layerlast2_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42	a416b6c75d9da9e3b834f16576712d94c4ad2d40f16b53c8e8098b33a8017102	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name combined_layerlast2_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.02 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 789	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[22, 23]	last2	42	789	0	789	0.0	0.02	18.575471888302037		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_combined_layerlast2_v2_seed42_c2c0.0_d2d0.02_seed789.json
last2_c2c0.0_d2d0.02_seed1001_20260511	last2_c2c0.0_d2d0.02_seed1001_20260511.json	combined_layerlast2_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42	a416b6c75d9da9e3b834f16576712d94c4ad2d40f16b53c8e8098b33a8017102	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name combined_layerlast2_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.02 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 1001	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[22, 23]	last2	42	1001	0	1001	0.0	0.02	18.605893664815785		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_combined_layerlast2_v2_seed42_c2c0.0_d2d0.02_seed1001.json
last2_c2c0.0_d2d0.05_seed42_20260511	last2_c2c0.0_d2d0.05_seed42_20260511.json	combined_layerlast2_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42	a416b6c75d9da9e3b834f16576712d94c4ad2d40f16b53c8e8098b33a8017102	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name combined_layerlast2_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.05 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 42	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[22, 23]	last2	42	42	0	42	0.0	0.05	19.00860740757168		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_combined_layerlast2_v2_seed42_c2c0.0_d2d0.05_seed42.json
last2_c2c0.0_d2d0.05_seed123_20260511	last2_c2c0.0_d2d0.05_seed123_20260511.json	combined_layerlast2_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42	a416b6c75d9da9e3b834f16576712d94c4ad2d40f16b53c8e8098b33a8017102	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name combined_layerlast2_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.05 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 123	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[22, 23]	last2	42	123	0	123	0.0	0.05	19.04240138645573		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_combined_layerlast2_v2_seed42_c2c0.0_d2d0.05_seed123.json
last2_c2c0.0_d2d0.05_seed456_20260511	last2_c2c0.0_d2d0.05_seed456_20260511.json	combined_layerlast2_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42	a416b6c75d9da9e3b834f16576712d94c4ad2d40f16b53c8e8098b33a8017102	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name combined_layerlast2_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.05 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 456	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[22, 23]	last2	42	456	0	456	0.0	0.05	19.028855176073396		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_combined_layerlast2_v2_seed42_c2c0.0_d2d0.05_seed456.json
last2_c2c0.0_d2d0.05_seed789_20260511	last2_c2c0.0_d2d0.05_seed789_20260511.json	combined_layerlast2_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42	a416b6c75d9da9e3b834f16576712d94c4ad2d40f16b53c8e8098b33a8017102	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name combined_layerlast2_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.05 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 789	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[22, 23]	last2	42	789	0	789	0.0	0.05	18.972841793952085		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_combined_layerlast2_v2_seed42_c2c0.0_d2d0.05_seed789.json
last2_c2c0.0_d2d0.05_seed1001_20260511	last2_c2c0.0_d2d0.05_seed1001_20260511.json	combined_layerlast2_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42	a416b6c75d9da9e3b834f16576712d94c4ad2d40f16b53c8e8098b33a8017102	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name combined_layerlast2_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast2_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.05 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 1001	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[22, 23]	last2	42	1001	0	1001	0.0	0.05	19.035642137275065		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_combined_layerlast2_v2_seed42_c2c0.0_d2d0.05_seed1001.json
last4_c2c0.0_d2d0.02_seed42_20260511	last4_c2c0.0_d2d0.02_seed42_20260511.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	9836e9fe92197b6238d7fd6d70345d27dfeefb140758b48936492335b1a9f628	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name 410m_last4_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "20,21,22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.02 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 42	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[20, 21, 22, 23]	last4	42	42	0	42	0.0	0.02	20.487745678397076		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_410m_last4_v2_seed42_c2c0.0_d2d0.02_seed42.json
last4_c2c0.0_d2d0.02_seed123_20260511	last4_c2c0.0_d2d0.02_seed123_20260511.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	9836e9fe92197b6238d7fd6d70345d27dfeefb140758b48936492335b1a9f628	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name 410m_last4_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "20,21,22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.02 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 123	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[20, 21, 22, 23]	last4	42	123	0	123	0.0	0.02	20.287332121356698		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_410m_last4_v2_seed42_c2c0.0_d2d0.02_seed123.json
last4_c2c0.0_d2d0.02_seed456_20260511	last4_c2c0.0_d2d0.02_seed456_20260511.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	9836e9fe92197b6238d7fd6d70345d27dfeefb140758b48936492335b1a9f628	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name 410m_last4_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "20,21,22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.02 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 456	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[20, 21, 22, 23]	last4	42	456	0	456	0.0	0.02	20.45496864524744		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_410m_last4_v2_seed42_c2c0.0_d2d0.02_seed456.json
last4_c2c0.0_d2d0.02_seed789_20260511	last4_c2c0.0_d2d0.02_seed789_20260511.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	9836e9fe92197b6238d7fd6d70345d27dfeefb140758b48936492335b1a9f628	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name 410m_last4_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "20,21,22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.02 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 789	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[20, 21, 22, 23]	last4	42	789	0	789	0.0	0.02	20.40701354229682		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_410m_last4_v2_seed42_c2c0.0_d2d0.02_seed789.json
last4_c2c0.0_d2d0.02_seed1001_20260511	last4_c2c0.0_d2d0.02_seed1001_20260511.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	9836e9fe92197b6238d7fd6d70345d27dfeefb140758b48936492335b1a9f628	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name 410m_last4_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "20,21,22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.02 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 1001	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[20, 21, 22, 23]	last4	42	1001	0	1001	0.0	0.02	20.37530044834087		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_410m_last4_v2_seed42_c2c0.0_d2d0.02_seed1001.json
last4_c2c0.0_d2d0.05_seed42_20260511	last4_c2c0.0_d2d0.05_seed42_20260511.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	9836e9fe92197b6238d7fd6d70345d27dfeefb140758b48936492335b1a9f628	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name 410m_last4_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "20,21,22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.05 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 42	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[20, 21, 22, 23]	last4	42	42	0	42	0.0	0.05	21.625929106830288		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_410m_last4_v2_seed42_c2c0.0_d2d0.05_seed42.json
last4_c2c0.0_d2d0.05_seed123_20260511	last4_c2c0.0_d2d0.05_seed123_20260511.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	9836e9fe92197b6238d7fd6d70345d27dfeefb140758b48936492335b1a9f628	6df8267		HAT/p3_hat_eval.py	c727a43 dual-bug fix in analog_layers.py	python p3_hat_train.py --name 410m_last4_v2_seed42 --sigma_d2d 0.02 --sigma_c2c 0.01 --max_steps 500 --seed 42 --analog_layers "20,21,22,23"	python p3_hat_eval.py --checkpoint_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42 --n_states 256 --sigma_c2c 0.0 --sigma_d2d 0.05 --max_length 512 --output_dir /home/lisq753/projects/HAT_kv107/paper2/results/remote107 --d2d-seed 123	hat_config.json in checkpoint dir	wikitext	wikitext-2-raw-v1 (test)	GPTNeoXTokenizer (AutoTokenizer from checkpoint)	512	512	1	negative-log-likelihood token average then exp, non-overlapping stride=max_length	[20, 21, 22, 23]	last4	42	123	0	123	0.0	0.05	21.495066471799518		yes	Recovered from /home/lisq753/projects/HAT_kv107/paper2/results/remote107/eval_410m_last4_v2_seed42_c2c0.0_d2d0.05_seed123.json
