dataset	model_type	experiment	experiment_name	checkpoint	strategy	protected_k	retention_time_s	retention_recalibrate_scale	retention_scales_d2d	instance_index	instance_seed	mc_index	mc_seed	accuracy	loss	elapsed_seconds	sigma_c2c	sigma_d2d	noise_mode	script	evidence_grade
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	5	20660514	3	20660517	69.99	1.288038	0.991	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	6	20760514	1	20760515	2.1	5.663971	0.983	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	6	20760514	2	20760516	2.11	5.678023	0.987	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	6	20760514	3	20760517	2.0	5.710854	0.977	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	6	20760514	1	20760515	14.4	4.059964	0.976	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	6	20760514	2	20760516	15.08	4.005049	0.974	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	6	20760514	3	20760517	14.7	4.059348	0.977	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	6	20760514	1	20760515	41.83	2.456923	0.974	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	6	20760514	2	20760516	42.05	2.441506	0.968	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	6	20760514	3	20760517	42.43	2.442834	0.965	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	6	20760514	1	20760515	64.45	1.475151	0.967	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	6	20760514	2	20760516	63.91	1.481817	0.97	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	6	20760514	3	20760517	64.24	1.47783	0.967	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	6	20760514	1	20760515	70.35	1.308406	0.965	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	6	20760514	2	20760516	70.12	1.308225	0.967	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	6	20760514	3	20760517	70.17	1.315664	0.959	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	7	20860514	1	20860515	3.82	5.169787	0.965	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	7	20860514	2	20860516	4.4	5.087255	0.959	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	7	20860514	3	20860517	3.77	5.166614	0.961	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	7	20860514	1	20860515	13.81	4.191271	0.964	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	7	20860514	2	20860516	14.42	4.147216	0.962	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	7	20860514	3	20860517	14.18	4.173221	0.96	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	7	20860514	1	20860515	41.31	2.504507	0.959	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	7	20860514	2	20860516	40.52	2.518824	0.961	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	7	20860514	3	20860517	40.56	2.53381	0.96	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	7	20860514	1	20860515	64.67	1.464573	0.964	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	7	20860514	2	20860516	65.22	1.473235	0.962	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	7	20860514	3	20860517	64.62	1.46872	0.96	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	7	20860514	1	20860515	69.34	1.308714	0.956	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	7	20860514	2	20860516	69.67	1.30919	0.963	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	7	20860514	3	20860517	69.57	1.317503	0.962	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	8	20960514	1	20960515	2.58	5.484277	0.99	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	8	20960514	2	20960516	2.39	5.570619	1.0	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	8	20960514	3	20960517	2.61	5.546464	0.998	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	8	20960514	1	20960515	12.69	4.454292	0.992	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	8	20960514	2	20960516	11.82	4.575419	0.992	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	8	20960514	3	20960517	11.98	4.533711	0.982	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	8	20960514	1	20960515	45.63	2.270921	0.981	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	8	20960514	2	20960516	45.81	2.277485	0.978	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	8	20960514	3	20960517	46.72	2.234207	0.978	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	8	20960514	1	20960515	65.23	1.470578	0.971	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	8	20960514	2	20960516	64.55	1.50201	0.975	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	8	20960514	3	20960517	65.36	1.45613	0.973	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	8	20960514	1	20960515	70.09	1.311541	0.966	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	8	20960514	2	20960516	69.13	1.350254	0.97	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	8	20960514	3	20960517	69.77	1.304448	0.966	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	9	21060514	1	21060515	4.02	5.037556	0.965	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	9	21060514	2	21060516	3.8	5.005157	0.964	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	9	21060514	3	21060517	4.0	5.065303	0.972	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	9	21060514	1	21060515	16.78	3.824555	0.961	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	9	21060514	2	21060516	17.12	3.759477	0.964	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	9	21060514	3	21060517	16.89	3.808675	0.961	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	9	21060514	1	21060515	43.72	2.419342	0.963	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	9	21060514	2	21060516	43.78	2.388576	0.959	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	9	21060514	3	21060517	42.49	2.426528	0.965	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	9	21060514	1	21060515	64.57	1.472133	0.962	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	9	21060514	2	21060516	65.24	1.460966	0.959	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	9	21060514	3	21060517	64.84	1.463825	0.96	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	9	21060514	1	21060515	69.89	1.318043	0.962	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	9	21060514	2	21060516	70.15	1.297943	0.958	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	9	21060514	3	21060517	70.08	1.306852	0.965	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	10	21160514	1	21160515	2.79	5.42146	0.961	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	10	21160514	2	21160516	2.74	5.386235	0.957	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	fresh_all_analog	0	0.0	False	False	10	21160514	3	21160517	2.85	5.403115	0.959	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	10	21160514	1	21160515	13.63	4.160288	0.992	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	10	21160514	2	21160516	12.97	4.187461	0.998	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top5_d2d	5	0.0	False	False	10	21160514	3	21160517	13.6	4.143582	0.991	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	10	21160514	1	21160515	40.18	2.508925	0.991	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	10	21160514	2	21160516	40.24	2.52733	0.982	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top10_d2d	10	0.0	False	False	10	21160514	3	21160517	40.22	2.511039	0.983	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	10	21160514	1	21160515	64.05	1.493942	0.975	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	10	21160514	2	21160516	64.14	1.490361	0.975	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top15_d2d	15	0.0	False	False	10	21160514	3	21160517	64.38	1.48605	0.97	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	10	21160514	1	21160515	69.47	1.317758	0.974	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	10	21160514	2	21160516	70.04	1.305173	0.969	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
cifar100	resnet	R4	R4_4bit_noise_HAT	checkpoints/resnet18_cifar100/R4_4bit_noise_HAT_best.pt	freeze_top21_d2d	21	0.0	False	False	10	21160514	3	21160517	70.17	1.296142	0.974	0.05	0.1	uniform	scripts/eval_resnet_retention_protection.py	resnet-retention-protection-n10-mc3
